Trial,1,Sim Type,3,Distance Weight,1,Random Seed,15,Min Iterations,1500,Distance cost,0.6770261804553319,Manip Cost,0.49560255475773973,Total cost,0.6431748714325652,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,1.0,1.0,4.929011016e-11,3.074116312111196e-05,2.792220057014656e-05,2.876640846206771e-05,2.949217603231272e-05,2.815522274469446e-05,2.811921445587732e-05,2.807648559059152e-05,2.80270664352527e-05,2.797099014289325e-05,2.790829262591732e-05,2.783901256155172e-05,2.776319140210309e-05,2.768087336349559e-05
Distance to Last Node,0.0,0.1,0.087,0.05,0.119,0.095,0.05,0.103,0.023,0.022,0.022,0.04,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016
Total Cost,0.0,0.0767,0.14362,0.1821,0.27375,0.34715,0.38564,0.46504,0.48278,0.49937,0.5164,0.54714,0.55877,0.57052,0.58238,0.59435,0.60642,0.61858,0.63084,0.64317
Distance to Last Node,0.0,0.05,0.094,0.05,0.097,0.091,0.039,0.043,0.052,0.062,0.05,0.055,0.025,0.032,0.035,0.038
Total Cost,0.0,0.03848,0.11116,0.14964,0.22426,0.29444,0.32417,0.35756,0.39724,0.44499,0.48381,0.52615,0.54559,0.5704,0.59735,0.62643
Joint 0: ,0.4,0.32,0.115,-0.008,-0.229,-0.263,-0.251,-0.239,-0.404,-0.428,-0.417,-0.407,-0.462,-0.523,-0.585,-0.646
Joint 1: ,-1.45,-1.446,-1.331,-1.217,-1.18,-1.23,-1.322,-1.414,-1.241,-1.259,-1.237,-1.215,-1.248,-1.292,-1.336,-1.38
Joint 2: ,1.0,0.994,0.981,0.943,1.012,0.96,1.162,1.365,1.179,0.92,0.659,0.399,0.516,0.625,0.735,0.844
Joint 3: ,-0.4,-0.457,-0.746,-0.965,-1.119,-0.892,-0.753,-0.615,-0.898,-0.719,-0.709,-0.698,-0.687,-0.626,-0.565,-0.504
Joint 4: ,-0.1,-0.123,-0.174,-0.167,-0.216,-0.253,-0.613,-0.973,-0.952,-0.665,-0.604,-0.543,-0.697,-0.821,-0.945,-1.07
Joint 5: ,-1.7,-1.75,-1.715,-1.579,-1.581,-1.898,-2.195,-2.492,-2.05,-2.11,-2.032,-1.954,-1.991,-2.052,-2.114,-2.175
Joint 6: ,0.5,0.395,0.318,0.465,0.176,0.07,-1.247,-2.564,-1.792,-0.557,0.52,1.596,0.147,-1.059,-2.264,-3.47
Trial,49,Sim Type,3,Distance Weight,1,Random Seed,735,Min Iterations,1500,Distance cost,0.6763431579180155,Manip Cost,0.5605026292987052,Total cost,0.6425260000221147,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.825996759e-11,0.0,3.177791603e-11,3.10230203e-11,1.0,1.0,1.0,4.921782187e-11,1.0,0.0,4.652650547e-11,1.770235560182679e-05,2.053558920292562e-05,2.312423512582996e-05
Distance to Last Node,0.0,0.087,0.05,0.091,0.05,0.097,0.05,0.108,0.095,0.05,0.047,0.023,0.026,0.029,0.032
Total Cost,0.0,0.06731,0.10579,0.17586,0.21435,0.28915,0.32763,0.41049,0.48369,0.52217,0.55845,0.57607,0.59582,0.61795,0.64253
Joint 0: ,0.4,0.233,0.109,-0.059,-0.18,-0.319,-0.369,-0.368,-0.329,-0.438,-0.416,-0.473,-0.531,-0.588,-0.646
Joint 1: ,-1.45,-1.302,-1.268,-1.186,-1.206,-1.134,-1.135,-1.223,-1.273,-1.208,-1.26,-1.29,-1.32,-1.35,-1.38
Joint 2: ,1.0,0.967,1.081,1.084,1.154,0.979,0.949,0.877,0.592,0.627,0.392,0.505,0.617,0.729,0.841
Joint 3: ,-0.4,-0.76,-0.923,-1.141,-1.2,-1.23,-1.233,-0.956,-0.751,-0.945,-0.777,-0.709,-0.64,-0.572,-0.504
Joint 4: ,-0.1,-0.153,-0.164,-0.333,-0.379,-0.339,-0.427,-0.65,-0.725,-0.818,-0.681,-0.778,-0.874,-0.971,-1.068
Joint 5: ,-1.7,-1.71,-1.725,-1.708,-1.745,-1.657,-1.699,-1.874,-2.072,-1.926,-2.029,-2.065,-2.101,-2.138,-2.174
Joint 6: ,0.5,0.49,0.193,-0.049,-0.296,0.058,-0.04,-0.36,0.109,-0.098,1.137,-0.015,-1.167,-2.319,-3.471
Trial,50,Sim Type,3,Distance Weight,1,Random Seed,750,Min Iterations,1500,Distance cost,0.6423300907571542,Manip Cost,0.632798926264299,Total cost,0.6102135862192964,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,2.77302783e-11,3.153230484e-11,1.0,1.0,0.0,2.273397388299698e-05,2.706535957e-11,0.0,1.085032518435939e-05
Distance to Last Node,0.0,0.093,0.05,0.088,0.097,0.099,0.095,0.058,0.106,0.053,0.053
Total Cost,0.0,0.07135,0.10983,0.17783,0.25249,0.32894,0.40185,0.44655,0.52823,0.56914,0.61021
Joint 0: ,0.4,0.243,0.157,0.034,-0.083,-0.265,-0.333,-0.397,-0.478,-0.518,-0.558
Joint 1: ,-1.45,-1.35,-1.318,-1.203,-1.165,-1.211,-1.254,-1.338,-1.283,-1.304,-1.326
Joint 2: ,1.0,0.957,0.911,0.771,0.678,0.757,0.652,0.832,0.587,0.475,0.362
Joint 3: ,-0.4,-0.59,-0.695,-0.851,-0.997,-1.022,-0.883,-0.776,-0.757,-0.636,-0.515
Joint 4: ,-0.1,-0.125,-0.108,-0.081,-0.147,-0.279,-0.358,-0.742,-0.804,-0.733,-0.662
Joint 5: ,-1.7,-1.784,-1.809,-1.815,-1.868,-2.001,-2.204,-2.353,-2.186,-2.124,-2.062
Joint 6: ,0.5,0.573,0.716,1.11,1.158,0.699,0.699,-0.777,0.149,1.436,2.724
