Trial,1,Sim Type,3,Distance Weight,0.8,Random Seed,15,Min Iterations,1500,Distance cost,0.7030614111065402,Manip Cost,0.22391723940997368,Total cost,0.5343266724409705,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.339395579334518e-05
Distance to Last Node,0.0,0.1,0.087,0.073,0.097,0.095,0.095,0.069,0.114,0.029,0.11
Total Cost,0.0,0.12802,0.18264,0.19712,0.21966,0.27838,0.33669,0.37893,0.44897,0.4666,0.53433
Distance to Last Node,0.0,0.05,0.093,0.05,0.05,0.1,0.098,0.108,0.095,0.05,0.034,0.027,0.029,0.032,0.034
Total Cost,0.0,0.09745,0.14421,0.17349,0.19378,0.24875,0.27169,0.33797,0.39653,0.45863,0.44822,0.46502,0.51041,0.53339,0.56163
Joint 0: ,0.4,0.331,0.109,0.022,-0.059,-0.269,-0.369,-0.368,-0.329,-0.438,-0.443,-0.492,-0.541,-0.59,-0.639
Joint 1: ,-1.45,-1.336,-1.268,-1.175,-1.186,-1.148,-1.135,-1.223,-1.273,-1.208,-1.223,-1.261,-1.298,-1.336,-1.373
Joint 2: ,1.0,0.969,1.081,1.079,1.084,1.082,0.949,0.877,0.592,0.627,0.423,0.517,0.611,0.705,0.799
Joint 3: ,-0.4,-0.648,-0.923,-1.122,-1.141,-1.244,-1.233,-0.956,-0.751,-0.945,-0.816,-0.738,-0.66,-0.582,-0.505
Joint 4: ,-0.1,-0.134,-0.164,-0.272,-0.333,-0.353,-0.427,-0.65,-0.725,-0.818,-0.561,-0.679,-0.796,-0.913,-1.03
Joint 5: ,-1.7,-1.701,-1.725,-1.682,-1.708,-1.707,-1.699,-1.874,-2.072,-1.926,-1.975,-2.022,-2.069,-2.116,-2.163
Joint 6: ,0.5,0.55,0.193,0.087,-0.049,-0.131,-0.04,-0.36,0.109,-0.098,1.115,-0.034,-1.182,-2.33,-3.478
Trial,50,Sim Type,3,Distance Weight,0.8,Random Seed,750,Min Iterations,1500,Distance cost,0.6721319170903928,Manip Cost,0.3042664047853725,Total cost,0.5280010245380963,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.56994970277261e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.085032518435939e-05
Distance to Last Node,0.0,0.05,0.05,0.094,0.099,0.098,0.05,0.119,0.059,0.067,0.039,0.053,0.052
Total Cost,0.0,0.06138,0.11701,0.17406,0.21024,0.24071,0.2715,0.34464,0.38093,0.42211,0.44624,0.47896,0.528
Joint 0: ,0.4,0.378,0.243,0.114,-0.027,-0.151,-0.265,-0.23,-0.413,-0.41,-0.459,-0.509,-0.558
Joint 1: ,-1.45,-1.418,-1.35,-1.226,-1.169,-1.153,-1.211,-1.076,-1.153,-1.229,-1.228,-1.277,-1.326
Joint 2: ,1.0,0.967,0.957,0.818,0.7,0.674,0.757,0.385,0.664,0.411,0.517,0.44,0.362
Joint 3: ,-0.4,-0.339,-0.59,-0.743,-0.907,-1.05,-1.022,-0.924,-0.912,-0.753,-0.785,-0.65,-0.515
Joint 4: ,-0.1,-0.111,-0.125,-0.083,-0.082,-0.226,-0.279,-0.372,-0.603,-0.504,-0.769,-0.715,-0.662
Joint 5: ,-1.7,-1.852,-1.784,-1.829,-1.829,-1.916,-2.001,-2.033,-2.131,-2.169,-2.039,-2.051,-2.062
Joint 6: ,0.5,0.572,0.573,1.024,1.235,1.027,0.699,1.417,0.275,1.271,0.254,1.489,2.724
